zip,city,state,lat,lon
41817,Garner,KY,37.35,-82.93
41819,Gordon,KY,36.99,-83.11
41821,Hallie,KY,37.1,-83.02
41822,Hindman,KY,37.33,-82.98
41824,Isom,KY,37.19,-82.87
41825,Jackhorn,KY,37.23,-82.71
41826,Jeremiah,KY,37.16,-82.92
41828,Kite,KY,37.33,-82.81
41831,Leburn,KY,37.39,-82.95
41832,Letcher,KY,37.14,-82.95
41833,Linefork,KY,37.03,-82.99
41834,Littcarr,KY,37.25,-82.96
41835,Mc Roberts,KY,37.21,-82.66
41836,Mallie,KY,37.3,-82.91
41837,Mayking,KY,37.13,-82.76
41838,Millstone,KY,37.2,-82.76
41839,Mousie,KY,37.41,-82.87
41840,Neon,KY,37.2,-82.72
41843,Pine Top,KY,37.27,-82.88
41844,Pippa Passes,KY,37.33,-82.87
41845,Premium,KY,37.14,-82.9
41847,Redfox,KY,37.21,-82.94
41848,Roxana,KY,37.1,-82.94
41849,Seco,KY,37.18,-82.73
41855,Thornton,KY,37.19,-82.78
41858,Whitesburg,KY,37.11,-82.82
41859,Dema,KY,37.39,-82.77
41861,Raven,KY,37.41,-82.82
41862,Topmost,KY,37.36,-82.78
42001,Paducah,KY,37.07,-88.63
42002,Paducah,KY,37.07,-88.63
42003,Paducah,KY,37.01,-88.58
42020,Almo,KY,36.69,-88.29
42021,Arlington,KY,36.79,-89.01
42022,Bandana,KY,37.14,-88.94
42023,Bardwell,KY,36.87,-89.01
42024,Barlow,KY,37.05,-89.04
42025,Benton,KY,36.85,-88.35
42027,Boaz,KY,36.91,-88.61
42028,Burna,KY,37.24,-88.34
42029,Calvert City,KY,37.03,-88.35
42031,Clinton,KY,36.66,-88.99
42032,Columbus,KY,36.78,-89.11
42033,Crayne,KY,37.27,-88.08
42035,Cunningham,KY,36.9,-88.84
42036,Dexter,KY,36.71,-88.21
42037,Dycusburg,KY,37.17,-88.19
42038,Eddyville,KY,37.07,-88.07
42039,Fancy Farm,KY,36.79,-88.83
42040,Farmington,KY,36.67,-88.53
42041,Fulton,KY,36.51,-88.88
42044,Gilbertsville,KY,36.96,-88.27
42045,Grand Rivers,KY,37.0,-88.23
42047,Hampton,KY,37.3,-88.4
42048,Hardin,KY,36.76,-88.3
42049,Hazel,KY,36.52,-88.33
42050,Hickman,KY,36.56,-89.18
42051,Hickory,KY,36.84,-88.69
42053,Kevil,KY,37.08,-88.88
42054,Kirksey,KY,36.68,-88.42
42055,Kuttawa,KY,37.08,-88.17
42056,La Center,KY,37.07,-88.97
42058,Ledbetter,KY,37.04,-88.49
42060,Lovelaceville,KY,36.97,-88.83
42061,Lowes,KY,36.88,-88.77
42063,Lynnville,KY,36.56,-88.56
42064,Marion,KY,37.33,-88.07
42066,Mayfield,KY,36.73,-88.64
42069,Melber,KY,36.91,-88.75
42070,Milburn,KY,36.79,-88.89
42071,Murray,KY,36.61,-88.31
42076,New Concord,KY,36.59,-88.06
42078,Salem,KY,37.26,-88.23
42079,Sedalia,KY,36.56,-88.58
42081,Smithland,KY,37.13,-88.4
42082,Symsonia,KY,36.9,-88.51
42083,Tiline,KY,37.16,-88.25
42084,Tolu,KY,37.43,-88.25
42085,Water Valley,KY,36.56,-88.81
42086,West Paducah,KY,37.11,-88.77
42087,Wickliffe,KY,36.96,-89.08
42088,Wingo,KY,36.64,-88.73
42101,Bowling Green,KY,37.06,-86.46
42102,Bowling Green,KY,37.0,-86.42
42103,Bowling Green,KY,36.95,-86.28
42104,Bowling Green,KY,36.97,-86.44
42120,Adolphus,KY,36.67,-86.27
42122,Alvaton,KY,36.86,-86.35
42123,Austin,KY,36.81,-86.01
42124,Beaumont,KY,36.87,-85.64
42127,Cave City,KY,37.13,-85.96
42128,Drake,KY,36.82,-86.39
42129,Edmonton,KY,36.98,-85.62
42130,Eighty Eight,KY,36.93,-85.79
42131,Etoile,KY,36.81,-85.91
42133,Fountain Run,KY,36.72,-85.96
42134,Franklin,KY,36.72,-86.57
42135,Franklin,KY,36.72,-86.57
42140,Gamaliel,KY,36.63,-85.79
42141,Glasgow,KY,36.99,-85.92
42142,Glasgow,KY,36.99,-85.92
42151,Hestand,KY,36.65,-85.61
42152,Hiseville,KY,37.1,-85.81
42153,Holland,KY,36.66,-86.07
42154,Knob Lick,KY,37.04,-85.73
42156,Lucas,KY,36.85,-86.05
42157,Mount Hermon,KY,36.8,-85.81
42159,Oakland,KY,37.04,-86.25
42160,Park City,KY,37.09,-86.04
42163,Rocky Hill,KY,37.08,-86.13
42164,Scottsville,KY,36.74,-86.19
42166,Summer Shade,KY,36.88,-85.7
42167,Tompkinsville,KY,36.7,-85.69
42170,Woodburn,KY,36.84,-86.52
42171,Smiths Grove,KY,37.05,-86.2
42201,Aberdeen,KY,37.25,-86.68
42202,Adairville,KY,36.66,-86.85
42204,Allensville,KY,36.71,-87.06
42206,Auburn,KY,36.86,-86.71
42207,Bee Spring,KY,37.28,-86.28
42210,Brownsville,KY,37.18,-86.25
42211,Cadiz,KY,36.86,-87.82
42214,Center,KY,37.14,-85.68
42215,Cerulean,KY,36.96,-87.66
42216,Clifty,KY,36.99,-87.14
42217,Crofton,KY,37.04,-87.48
42219,Dunbar,KY,37.18,-86.76
42220,Elkton,KY,36.81,-87.15
42221,Fairview,KY,36.84,-87.31
42223,Fort Campbell,KY,36.63,-87.46
42232,Gracey,KY,36.85,-87.65
42234,Guthrie,KY,36.65,-87.17
42236,Herndon,KY,36.71,-87.6
42240,Hopkinsville,KY,36.85,-87.49
42241,Hopkinsville,KY,36.85,-87.49
42252,Jetson,KY,37.23,-86.51
42254,La Fayette,KY,36.66,-87.65
42256,Lewisburg,KY,36.98,-86.95
42259,Mammoth Cave,KY,37.24,-86.15
42261,Morgantown,KY,37.21,-86.7
42262,Oak Grove,KY,36.66,-87.42
42265,Olmstead,KY,36.75,-87.01
42266,Pembroke,KY,36.77,-87.35
42273,Rochester,KY,37.2,-86.89
42274,Rockfield,KY,36.95,-86.6
42275,Roundhill,KY,37.23,-86.45
42276,Russellville,KY,36.83,-86.89
42280,Sharon Grove,KY,36.94,-87.09
42283,South Union,KY,36.87,-86.65
42285,Sweeden,KY,37.26,-86.3
42286,Trenton,KY,36.72,-87.26
42287,Welchs Creek,KY,37.31,-86.52
42288,Woodbury,KY,37.18,-86.63
42301,Owensboro,KY,37.75,-87.11
42302,Owensboro,KY,37.75,-87.11
42303,Owensboro,KY,37.76,-87.05
42304,Owensboro,KY,37.75,-87.11
42320,Beaver Dam,KY,37.4,-86.87
42321,Beech Creek,KY,37.17,-87.06
42322,Beech Grove,KY,37.61,-87.4
42323,Beechmont,KY,37.17,-87.04
42324,Belton,KY,37.14,-86.96
42325,Bremen,KY,37.33,-87.27
42326,Browder,KY,37.23,-87.01
42327,Calhoun,KY,37.54,-87.25
42328,Centertown,KY,37.41,-86.99
42330,Central City,KY,37.29,-87.12
42332,Cleaton,KY,37.25,-87.09
42333,Cromwell,KY,37.36,-86.76
42334,Curdsville,KY,37.68,-87.36
42337,Drakesboro,KY,37.2,-86.95
42338,Dundee,KY,37.55,-86.78
42339,Dunmor,KY,37.08,-87.01
42343,Fordsville,KY,37.63,-86.71
42344,Graham,KY,37.24,-87.29
42345,Greenville,KY,37.2,-87.17
42347,Hartford,KY,37.45,-86.89
42348,Hawesville,KY,37.89,-86.75
42349,Horse Branch,KY,37.4,-86.71
42350,Island,KY,37.44,-87.14
42351,Lewisport,KY,37.93,-86.9
42352,Livermore,KY,37.49,-87.13
42354,Mc Henry,KY,37.38,-86.93
42355,Maceo,KY,37.85,-87.0
42356,Maple Mount,KY,37.69,-87.32
42361,Olaton,KY,37.53,-86.7
42364,Pellville,KY,37.75,-86.81
42366,Philpot,KY,37.7,-86.93
42367,Powderly,KY,37.23,-87.16
42368,Reynolds Station,KY,37.69,-86.77
42369,Rockport,KY,37.33,-86.99
42370,Rosine,KY,37.45,-86.74
42371,Rumsey,KY,37.49,-87.28
42372,Sacramento,KY,37.41,-87.26
42374,South Carrollton,KY,37.33,-87.14
42375,Stanley,KY,37.82,-87.24
42376,Utica,KY,37.61,-87.07
42377,West Louisville,KY,37.73,-87.23
42378,Whitesville,KY,37.68,-86.86
42402,Baskett,KY,37.78,-87.5
42403,Blackford,KY,37.44,-87.93
42404,Clay,KY,37.47,-87.82
42406,Corydon,KY,37.73,-87.7
42408,Dawson Springs,KY,37.17,-87.68
42409,Dixon,KY,37.51,-87.69
42410,Earlington,KY,37.27,-87.51
42411,Fredonia,KY,37.2,-88.05
42413,Hanson,KY,37.41,-87.47
42419,Henderson,KY,37.83,-87.58
42420,Henderson,KY,37.83,-87.58
42431,Madisonville,KY,37.33,-87.5
42436,Manitou,KY,37.41,-87.57
42437,Morganfield,KY,37.68,-87.9
42440,Mortons Gap,KY,37.24,-87.46
42441,Nebo,KY,37.38,-87.64
42442,Nortonville,KY,37.18,-87.45
42444,Poole,KY,37.64,-87.64
42445,Princeton,KY,37.1,-87.88
42450,Providence,KY,37.39,-87.75
42451,Reed,KY,37.87,-87.37
42452,Robards,KY,37.67,-87.52
42453,Saint Charles,KY,37.18,-87.55
42455,Sebree,KY,37.6,-87.52
42456,Slaughters,KY,37.49,-87.5
42457,Smith Mills,KY,37.8,-87.67
42458,Spottsville,KY,37.82,-87.42
42459,Sturgis,KY,37.54,-87.98
42460,Sullivan,KY,37.49,-87.94
42461,Uniontown,KY,37.77,-87.93
42462,Waverly,KY,37.7,-87.81
42463,Wheatcroft,KY,37.48,-87.86
42464,White Plains,KY,37.18,-87.38
42501,Somerset,KY,37.08,-84.6
42502,Somerset,KY,37.08,-84.6
42503,Somerset,KY,37.16,-84.52
42516,Bethelridge,KY,37.23,-84.76
42518,Bronston,KY,36.98,-84.61
42519,Burnside,KY,36.98,-84.6
42528,Dunnville,KY,37.2,-85.0
42533,Ferguson,KY,37.06,-84.59
42539,Liberty,KY,37.31,-84.93
42541,Middleburg,KY,37.35,-84.81
42544,Nancy,KY,37.07,-84.75
42553,Science Hill,KY,37.17,-84.63
42558,Tateville,KY,36.96,-84.58
42564,West Somerset,KY,37.09,-84.64
42565,Windsor,KY,37.13,-84.91
42566,Yosemite,KY,37.28,-84.78
42567,Eubank,KY,37.27,-84.65
42602,Albany,KY,36.69,-85.13
42603,Alpha,KY,36.78,-85.03
42629,Jamestown,KY,36.99,-85.07
42631,Marshes Siding,KY,36.74,-84.48
42633,Monticello,KY,36.84,-84.84
42634,Parkers Lake,KY,36.84,-84.48
42635,Pine Knot,KY,36.68,-84.4
42638,Revelo,KY,36.67,-84.47
42642,Russell Springs,KY,37.05,-85.07
42647,Stearns,KY,36.69,-84.47
42649,Strunk,KY,36.62,-84.43
42653,Whitley City,KY,36.72,-84.47
42701,Elizabethtown,KY,37.7,-85.87
42702,Elizabethtown,KY,37.7,-85.87
42712,Big Clifty,KY,37.55,-86.15
42713,Bonnieville,KY,37.37,-85.9
42715,Breeding,KY,36.95,-85.41
42716,Buffalo,KY,37.51,-85.7
42717,Burkesville,KY,36.79,-85.36
42718,Campbellsville,KY,37.34,-85.34
42719,Campbellsville,KY,37.34,-85.34
42720,Cane Valley,KY,37.18,-85.31
42721,Caneyville,KY,37.42,-86.48
42722,Canmer,KY,37.28,-85.72
42724,Cecilia,KY,37.66,-85.95
42726,Clarkson,KY,37.49,-86.22
42728,Columbia,KY,37.09,-85.3
42729,Cub Run,KY,37.3,-86.06
42731,Dubre,KY,36.83,-85.55
42732,Eastview,KY,37.58,-86.05
42733,Elk Horn,KY,37.31,-85.28
42740,Glendale,KY,37.6,-85.91
42741,Glens Fork,KY,37.01,-85.25
42742,Gradyville,KY,37.08,-85.41
42743,Greensburg,KY,37.25,-85.49
42746,Hardyville,KY,37.25,-85.8
42748,Hodgenville,KY,37.56,-85.73
42749,Horse Cave,KY,37.17,-85.91
42753,Knifley,KY,37.22,-85.14
42754,Leitchfield,KY,37.48,-86.29
42755,Leitchfield,KY,37.48,-86.29
42757,Magnolia,KY,37.45,-85.75
42758,Mannsville,KY,37.37,-85.2
42759,Marrowbone,KY,36.81,-85.5
42762,Millwood,KY,37.46,-86.39
42764,Mount Sherman,KY,37.43,-85.62
42765,Munfordville,KY,37.28,-85.89
42776,Sonora,KY,37.52,-85.89
42782,Summersville,KY,37.34,-85.64
42784,Upton,KY,37.46,-85.89
42788,White Mills,KY,37.55,-86.03
43001,Alexandria,OH,40.08,-82.61
43002,Amlin,OH,40.07,-83.18
43003,Ashley,OH,40.4,-82.95
43004,Blacklick,OH,40.02,-82.8
43005,Bladensburg,OH,40.29,-82.28
43006,Brinkhaven,OH,40.47,-82.19
43007,Broadway,OH,40.33,-83.38
43008,Buckeye Lake,OH,39.93,-82.47
43009,Cable,OH,40.17,-83.64
43010,Catawba,OH,40.0,-83.62
43011,Centerburg,OH,40.3,-82.69
43013,Croton,OH,40.23,-82.7
43014,Danville,OH,40.44,-82.26
43015,Delaware,OH,40.29,-83.08
43016,Dublin,OH,40.1,-83.15
43017,Dublin,OH,40.11,-83.13
43018,Etna,OH,39.95,-82.68
43019,Fredericktown,OH,40.47,-82.54
43021,Galena,OH,40.22,-82.88
43022,Gambier,OH,40.37,-82.39
43023,Granville,OH,40.07,-82.5
43025,Hebron,OH,39.96,-82.49
43026,Hilliard,OH,40.03,-83.14
43027,Homer,OH,40.22,-82.51
43028,Howard,OH,40.38,-82.27
43029,Irwin,OH,40.1,-83.44
43030,Jacksontown,OH,39.96,-82.42
43031,Johnstown,OH,40.15,-82.68
43032,Kilbourne,OH,40.33,-82.96
43033,Kirkersville,OH,39.96,-82.6
43035,Lewis Center,OH,40.18,-82.99
43036,Magnetic Springs,OH,40.35,-83.26
43037,Martinsburg,OH,40.28,-82.32
43040,Marysville,OH,40.23,-83.37
43041,Marysville,OH,40.23,-83.37
43044,Mechanicsburg,OH,40.07,-83.55
43045,Milford Center,OH,40.17,-83.43
43046,Millersport,OH,39.89,-82.54
43047,Mingo,OH,40.18,-83.63
43048,Mount Liberty,OH,40.35,-82.62
43050,Mount Vernon,OH,40.39,-82.47
43054,New Albany,OH,40.07,-82.8
43055,Newark,OH,40.06,-82.42
43056,Heath,OH,40.02,-82.43
43058,Newark,OH,40.06,-82.42
43060,North Lewisburg,OH,40.22,-83.55
43061,Ostrander,OH,40.26,-83.21
43062,Pataskala,OH,40.0,-82.67
43064,Plain City,OH,40.1,-83.27
43065,Powell,OH,40.16,-83.06
43066,Radnor,OH,40.39,-83.18
43067,Raymond,OH,40.34,-83.47
43068,Reynoldsburg,OH,39.95,-82.79
43069,Reynoldsburg,OH,39.95,-82.81
43070,Rosewood,OH,40.22,-83.96
43071,Saint Louisville,OH,40.17,-82.41
43072,Saint Paris,OH,40.12,-83.95
43073,Summit Station,OH,40.0,-82.75
43074,Sunbury,OH,40.24,-82.86
43076,Thornville,OH,39.89,-82.41
43077,Unionville Center,OH,40.14,-83.34
43078,Urbana,OH,40.1,-83.75
43080,Utica,OH,40.23,-82.44
43081,Westerville,OH,40.12,-82.91
43082,Westerville,OH,40.15,-82.88
43083,Westville,OH,40.08,-83.86
43084,Woodstock,OH,40.17,-83.52
43085,Columbus,OH,40.1,-83.01
43086,Westerville,OH,40.12,-82.91
43093,Newark,OH,40.06,-82.42
43098,Hebron,OH,39.96,-82.49
43101,Adelphi,OH,39.46,-82.75
43102,Amanda,OH,39.65,-82.74
43103,Ashville,OH,39.71,-82.95
43105,Baltimore,OH,39.84,-82.6
43106,Bloomingburg,OH,39.64,-83.42
43107,Bremen,OH,39.7,-82.43
43109,Brice,OH,39.92,-82.83
43110,Canal Winchester,OH,39.84,-82.82
43111,Carbon Hill,OH,39.5,-82.24
43112,Carroll,OH,39.79,-82.7
43113,Circleville,OH,39.6,-82.93
43115,Clarksburg,OH,39.5,-83.15
43116,Commercial Point,OH,39.77,-83.06
43117,Derby,OH,39.77,-83.21
43119,Galloway,OH,39.93,-83.19
43123,Grove City,OH,39.87,-83.07
43125,Groveport,OH,39.86,-82.89
43126,Harrisburg,OH,39.81,-83.17
43127,Haydenville,OH,39.48,-82.32
43128,Jeffersonville,OH,39.65,-83.55
43130,Lancaster,OH,39.72,-82.59
43135,Laurelville,OH,39.47,-82.73
43136,Lithopolis,OH,39.8,-82.81
43137,Lockbourne,OH,39.8,-82.97
43138,Logan,OH,39.53,-82.4
43140,London,OH,39.88,-83.44
43142,Milledgeville,OH,39.59,-83.59
43143,Mount Sterling,OH,39.71,-83.26
43144,Murray City,OH,39.53,-82.19
43145,New Holland,OH,39.55,-83.25
43146,Orient,OH,39.8,-83.15
43147,Pickerington,OH,39.89,-82.76
43148,Pleasantville,OH,39.8,-82.52
43149,Rockbridge,OH,39.53,-82.57
43150,Rushville,OH,39.76,-82.43
43151,Sedalia,OH,39.73,-83.48
43152,South Bloomingville,OH,39.41,-82.59
43153,South Solon,OH,39.73,-83.61
43154,Stoutsville,OH,39.6,-82.82
43155,Sugar Grove,OH,39.62,-82.54
43156,Tarlton,OH,39.55,-82.77
43157,Thurston,OH,39.84,-82.55
43158,Union Furnace,OH,39.45,-82.36
43160,Washington Court House,OH,39.53,-83.43
43162,West Jefferson,OH,39.94,-83.3
43163,West Rushville,OH,39.76,-82.44
43164,Williamsport,OH,39.58,-83.11
43194,Lockbourne,OH,39.8,-82.96
43195,Groveport,OH,39.86,-82.89
43196,Groveport,OH,39.86,-82.89
43198,Groveport,OH,39.86,-82.89
43199,Groveport,OH,39.86,-82.89
43201,Columbus,OH,39.98,-82.98
43202,Columbus,OH,40.02,-83.02
43203,Columbus,OH,39.97,-82.97
43204,Columbus,OH,39.96,-83.08
43205,Columbus,OH,39.96,-82.96
43206,Columbus,OH,39.94,-82.97
43207,Columbus,OH,39.89,-82.96
43209,Columbus,OH,39.95,-82.93
43210,Columbus,OH,40.01,-83.02
43211,Columbus,OH,40.01,-82.97
43212,Columbus,OH,39.99,-83.04
43213,Columbus,OH,39.97,-82.86
43214,Columbus,OH,40.05,-83.02
43215,Columbus,OH,39.97,-83.01
43216,Columbus,OH,39.98,-82.98
43217,Columbus,OH,39.82,-82.92
43218,Columbus,OH,39.98,-82.98
43219,Columbus,OH,40.01,-82.92
43220,Columbus,OH,40.05,-83.07
43221,Columbus,OH,40.02,-83.08
43222,Columbus,OH,39.96,-83.04
43223,Columbus,OH,39.93,-83.03
43224,Columbus,OH,40.04,-82.96
43226,Columbus,OH,39.98,-82.98
43227,Columbus,OH,39.94,-82.89
43228,Columbus,OH,39.97,-83.13
43229,Columbus,OH,40.09,-82.98
43230,Columbus,OH,40.04,-82.87
43231,Columbus,OH,40.08,-82.93
43232,Columbus,OH,39.92,-82.87
43234,Columbus,OH,39.98,-82.98
43235,Columbus,OH,40.12,-83.03
43236,Columbus,OH,39.98,-82.98
43240,Columbus,OH,40.14,-82.98
43251,Columbus,OH,39.98,-82.98
43260,Columbus,OH,39.98,-82.98
43265,Columbus,OH,39.96,-82.99
43266,Columbus,OH,39.98,-82.98
43268,Columbus,OH,39.98,-82.98
43270,Columbus,OH,39.98,-82.98
43271,Columbus,OH,39.98,-82.98
43272,Columbus,OH,39.98,-82.98
43279,Columbus,OH,39.98,-82.98
43287,Columbus,OH,39.98,-82.98
43291,Columbus,OH,39.98,-82.98
43299,Columbus,OH,40.03,-82.86
43301,Marion,OH,40.58,-83.12
43302,Marion,OH,40.58,-83.12
43306,Marion,OH,40.58,-83.12
43307,Marion,OH,40.58,-83.12
43310,Belle Center,OH,40.5,-83.74
43311,Bellefontaine,OH,40.36,-83.75
43314,Caledonia,OH,40.63,-82.96
43315,Cardington,OH,40.49,-82.89
43316,Carey,OH,40.95,-83.38
43317,Chesterville,OH,40.48,-82.68
43318,De Graff,OH,40.31,-83.91
43319,East Liberty,OH,40.3,-83.58
43320,Edison,OH,40.55,-82.86
43321,Fulton,OH,40.46,-82.83
43322,Green Camp,OH,40.53,-83.21
43323,Harpster,OH,40.73,-83.25
43324,Huntsville,OH,40.44,-83.8
43325,Iberia,OH,40.67,-82.84
43326,Kenton,OH,40.64,-83.61
43330,Kirby,OH,40.81,-83.42
43331,Lakeview,OH,40.48,-83.92
43332,La Rue,OH,40.57,-83.38
43333,Lewistown,OH,40.43,-83.93
43334,Marengo,OH,40.4,-82.81
43335,Martel,OH,40.67,-82.9
43336,Middleburg,OH,40.29,-83.58
43337,Morral,OH,40.68,-83.21
43338,Mount Gilead,OH,40.55,-82.83
43340,Mount Victory,OH,40.53,-83.52
43341,New Bloomington,OH,40.6,-83.32
43342,Prospect,OH,40.45,-83.18
43343,Quincy,OH,40.29,-83.96
43344,Richwood,OH,40.42,-83.29
43345,Ridgeway,OH,40.51,-83.56
43346,Roundhead,OH,40.58,-83.84
43347,Rushsylvania,OH,40.46,-83.67
43348,Russells Point,OH,40.46,-83.89
43349,Shauck,OH,40.59,-82.65
43350,Sparta,OH,40.39,-82.69
43351,Upper Sandusky,OH,40.83,-83.28
43356,Waldo,OH,40.46,-83.08
43357,West Liberty,OH,40.25,-83.75
43358,West Mansfield,OH,40.39,-83.54
43359,Wharton,OH,40.86,-83.46
43360,Zanesfield,OH,40.33,-83.67
43402,Bowling Green,OH,41.37,-83.64
43403,Bowling Green,OH,41.38,-83.64
43406,Bradner,OH,41.32,-83.43
43407,Burgoon,OH,41.26,-83.25
43408,Clay Center,OH,41.57,-83.36
43410,Clyde,OH,41.3,-82.97
43412,Curtice,OH,41.63,-83.31
43413,Cygnet,OH,41.24,-83.64
43414,Dunbridge,OH,41.46,-83.66
43416,Elmore,OH,41.47,-83.29
43420,Fremont,OH,41.35,-83.11
43430,Genoa,OH,41.51,-83.36
43431,Gibsonburg,OH,41.38,-83.32
43432,Graytown,OH,41.52,-83.26
43433,Gypsum,OH,41.5,-82.88
43434,Harbor View,OH,41.69,-83.44
43435,Helena,OH,41.33,-83.29
43436,Isle Saint George,OH,41.72,-82.82
43437,Jerry City,OH,41.25,-83.6
43438,Kelleys Island,OH,41.6,-82.71
43439,Lacarne,OH,41.52,-83.04
43440,Lakeside Marblehead,OH,41.52,-82.78
43441,Lemoyne,OH,41.47,-83.46
43442,Lindsey,OH,41.42,-83.22
43443,Luckey,OH,41.45,-83.48
43445,Martin,OH,41.58,-83.3
43446,Middle Bass,OH,41.68,-82.81
43447,Millbury,OH,41.56,-83.42
43449,Oak Harbor,OH,41.51,-83.14
43450,Pemberville,OH,41.4,-83.45
43451,Portage,OH,41.32,-83.64
43452,Port Clinton,OH,41.5,-82.93
43456,Put In Bay,OH,41.64,-82.82
43457,Risingsun,OH,41.26,-83.42
43458,Rocky Ridge,OH,41.53,-83.21
43460,Rossford,OH,41.6,-83.56
43462,Rudolph,OH,41.29,-83.7
43463,Stony Ridge,OH,41.51,-83.51
43464,Vickery,OH,41.38,-82.89
43465,Walbridge,OH,41.58,-83.48
43466,Wayne,OH,41.3,-83.47
43467,West Millgrove,OH,41.24,-83.48
43468,Williston,OH,41.6,-83.34
43469,Woodville,OH,41.45,-83.36
43501,Alvordton,OH,41.66,-84.43
43502,Archbold,OH,41.51,-84.3
43504,Berkey,OH,41.71,-83.83
43505,Blakeslee,OH,41.52,-84.73
43506,Bryan,OH,41.47,-84.54
43510,Colton,OH,41.45,-83.93
43511,Custar,OH,41.28,-83.84
43512,Defiance,OH,41.28,-84.36
43515,Delta,OH,41.57,-84.0
43516,Deshler,OH,41.2,-83.9
43517,Edgerton,OH,41.44,-84.74
43518,Edon,OH,41.55,-84.76
43519,Evansport,OH,41.42,-84.41
43520,Farmer,OH,41.38,-84.63
43521,Fayette,OH,41.67,-84.32
43522,Grand Rapids,OH,41.41,-83.86
43523,Grelton,OH,41.34,-83.99
43524,Hamler,OH,41.23,-84.03
43525,Haskins,OH,41.46,-83.7
43526,Hicksville,OH,41.29,-84.76
43527,Holgate,OH,41.24,-84.12
43528,Holland,OH,41.62,-83.7
43529,Hoytville,OH,41.19,-83.78
43530,Jewell,OH,41.33,-84.27
43531,Kunkle,OH,41.64,-84.5
43532,Liberty Center,OH,41.44,-84.0
43533,Lyons,OH,41.69,-84.07
43534,Mc Clure,OH,41.37,-83.94
43535,Malinta,OH,41.31,-84.03
43536,Mark Center,OH,41.29,-84.63
43537,Maumee,OH,41.57,-83.65
43540,Metamora,OH,41.71,-83.9
43541,Milton Center,OH,41.3,-83.83
43542,Monclova,OH,41.56,-83.76
43543,Montpelier,OH,41.58,-84.6
43545,Napoleon,OH,41.39,-84.12
43547,Neapolis,OH,41.49,-83.88
43548,New Bavaria,OH,41.2,-84.16
43549,Ney,OH,41.38,-84.52
43550,Okolona,OH,41.39,-84.15
43551,Perrysburg,OH,41.55,-83.62
43552,Perrysburg,OH,41.55,-83.62
43553,Pettisville,OH,41.53,-84.23
43554,Pioneer,OH,41.67,-84.55
43555,Ridgeville Corners,OH,41.43,-84.25
43556,Sherwood,OH,41.29,-84.55
43557,Stryker,OH,41.5,-84.41
43558,Swanton,OH,41.58,-83.89
43560,Sylvania,OH,41.71,-83.7
43565,Tontogany,OH,41.42,-83.74
43566,Waterville,OH,41.49,-83.73
43567,Wauseon,OH,41.55,-84.14
43569,Weston,OH,41.34,-83.79
43570,West Unity,OH,41.58,-84.43
43571,Whitehouse,OH,41.51,-83.8
43601,Toledo,OH,41.66,-83.58
43603,Toledo,OH,41.66,-83.58
43604,Toledo,OH,41.65,-83.54
43605,Toledo,OH,41.65,-83.51
43606,Toledo,OH,41.66,-83.58
43607,Toledo,OH,41.65,-83.6
43608,Toledo,OH,41.68,-83.53
43609,Toledo,OH,41.63,-83.58
43610,Toledo,OH,41.68,-83.56
43611,Toledo,OH,41.71,-83.49
43612,Toledo,OH,41.71,-83.55
43613,Toledo,OH,41.71,-83.6
43614,Toledo,OH,41.6,-83.63
43615,Toledo,OH,41.65,-83.67
43616,Oregon,OH,41.66,-83.41
43617,Toledo,OH,41.66,-83.73
43618,Oregon,OH,41.67,-83.39
43619,Northwood,OH,41.61,-83.48
43620,Toledo,OH,41.67,-83.55
43623,Toledo,OH,41.7,-83.65
43635,Toledo,OH,41.66,-83.58
43652,Toledo,OH,41.66,-83.58
43654,Toledo,OH,41.66,-83.58
43656,Toledo,OH,41.66,-83.58
43657,Toledo,OH,41.66,-83.58
43659,Toledo,OH,41.66,-83.58
43660,Toledo,OH,41.66,-83.58
43661,Toledo,OH,41.66,-83.58
43666,Toledo,OH,41.66,-83.58
43667,Toledo,OH,41.66,-83.58
43681,Toledo,OH,41.66,-83.58
43682,Toledo,OH,41.66,-83.58
43697,Toledo,OH,41.66,-83.58
43699,Toledo,OH,41.66,-83.58
43701,Zanesville,OH,39.95,-82.01
43702,Zanesville,OH,39.95,-82.01
43711,Ava,OH,39.84,-81.58
43713,Barnesville,OH,39.98,-81.17
43716,Beallsville,OH,39.84,-81.03
43717,Belle Valley,OH,39.79,-81.56
43718,Belmont,OH,40.02,-81.04
43719,Bethesda,OH,40.01,-81.07
43720,Blue Rock,OH,39.79,-81.87
43721,Brownsville,OH,39.95,-82.27
43722,Buffalo,OH,39.92,-81.52
43723,Byesville,OH,39.96,-81.54
43724,Caldwell,OH,39.74,-81.51
43725,Cambridge,OH,40.02,-81.58
43727,Chandlersville,OH,39.86,-81.8
43728,Chesterhill,OH,39.48,-81.86
43730,Corning,OH,39.6,-82.08
43731,Crooksville,OH,39.76,-82.09
43732,Cumberland,OH,39.85,-81.65
43733,Derwent,OH,39.93,-81.54
43734,Duncan Falls,OH,39.88,-81.89
43735,East Fultonham,OH,39.87,-82.12
43736,Fairview,OH,40.06,-81.24
43738,Fultonham,OH,39.86,-82.14
43739,Glenford,OH,39.88,-82.31
43740,Gratiot,OH,39.95,-82.21
43746,Hopewell,OH,39.96,-82.17
43747,Jerusalem,OH,39.85,-81.09
43748,Junction City,OH,39.72,-82.3
